time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453119666	7.35067	-6.57139	-2.64508	-2.44038	-0.0477639	lidar	0.00921419	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.51576	-6.53804	-2.75924	-2.61081	-0.49654	radar	9.65683	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.64077	-6.46621	-2.77592	-2.63545	-0.495417	lidar	0.0157114	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.75338	-6.38834	-2.70466	-2.63295	-0.418775	radar	0.434044	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
1477010453329744	7.87239	-6.33168	-2.66173	-2.66303	-0.431526	lidar	0.0778743	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
1477010453384703	7.99166	-6.26149	-2.61323	-2.66516	-0.371279	radar	0.260569	8.03231	-6.28406	8	-6.25	2.72931	1.81954
1477010453439663	8.12783	-6.17998	-2.65325	-2.67518	-0.353878	lidar	0.0847687	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
1477010453489669	8.20473	-6.09007	-2.484	-2.59914	-0.10738	radar	3.69406	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
1477010453539675	8.32285	-6.00033	-2.54365	-2.58722	-0.0793637	lidar	0.203912	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
1477010453594661	8.47866	-5.95341	-2.68355	-2.68332	-0.321647	radar	3.4613	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326
1477010453649647	8.62371	-5.87682	-2.7261	-2.69436	-0.309926	lidar	0.0914133	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321
1477010453704660	8.71029	-5.77893	-2.50061	-2.60431	-0.031104	radar	4.77067	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
1477010453759674	8.83907	-5.68508	-2.55462	-2.58968	-0.00571367	lidar	0.141643	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
1477010453809760	8.93212	-5.59672	-2.48776	-2.53383	0.13878	radar	1.24009	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
1477010453859847	9.04273	-5.50117	-2.54035	-2.51008	0.163549	lidar	0.155856	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
1477010453914847	9.18998	-5.45303	-2.67858	-2.61786	-0.142112	radar	5.57514	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
1477010453969847	9.32666	-5.36027	-2.72587	-2.61322	-0.124016	lidar	0.0981492	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
1477010454024848	9.40598	-5.2548	-2.51981	-2.5173	0.137861	radar	4.05108	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
1477010454079850	9.52791	-5.15647	-2.56455	-2.49955	0.153482	lidar	0.084988	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
1477010454134784	9.62562	-5.0599	-2.50057	-2.44599	0.27508	radar	1.10021	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
1477010454189718	9.73842	-4.95526	-2.54162	-2.42168	0.288684	lidar	0.0682506	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
1477010454244791	9.8326	-4.84892	-2.51083	-2.36789	0.386124	radar	0.543796	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
1477010454299865	9.93548	-4.74656	-2.52892	-2.34549	0.388052	lidar	0.0260949	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
1477010454354798	10.0179	-4.62655	-2.51368	-2.28088	0.49046	radar	0.491526	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
1477010454409731	10.1178	-4.49413	-2.58245	-2.24082	0.508249	lidar	0.174061	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
1477010454464746	10.2076	-4.37444	-2.60714	-2.21476	0.496302	radar	0.13679	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
1477010454519762	10.3121	-4.22091	-2.71311	-2.17394	0.513563	lidar	0.413538	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
1477010454574770	10.4474	-4.13127	-2.77396	-2.26762	0.210722	radar	3.8825	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
1477010454629779	10.5478	-3.99014	-2.82744	-2.2447	0.224795	lidar	0.1366	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
1477010454684753	10.6516	-3.8677	-2.84881	-2.24233	0.199692	radar	0.0694474	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
1477010454739728	10.75	-3.74568	-2.85012	-2.23314	0.19758	lidar	0.00834187	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
1477010454794687	10.791	-3.60273	-2.72272	-2.11471	0.482537	radar	3.85721	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
1477010454849647	10.864	-3.4701	-2.72812	-2.08526	0.486343	lidar	0.0112333	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
1477010454899659	10.9748	-3.37843	-2.77016	-2.1731	0.186224	radar	4.09022	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
1477010454949672	11.0561	-3.22669	-2.85484	-2.14717	0.208598	lidar	0.342287	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
1477010455004755	11.0942	-3.07203	-2.76873	-2.0342	0.476619	radar	3.38637	11.1178	-2.98807	11.1	-3	0.907725	2.72317
1477010455059839	11.1597	-2.91075	-2.8216	-1.9961	0.493062	lidar	0.151773	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
1477010455114849	11.2117	-2.75788	-2.83082	-1.94788	0.542807	radar	0.19381	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
1477010455169859	11.266	-2.59154	-2.87843	-1.90906	0.554344	lidar	0.109775	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
1477010455224848	11.1996	-2.37551	-2.87147	-1.61857	1.23719	radar	18.8901	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
1477010455279837	11.193	-2.2329	-2.83013	-1.55004	1.23866	lidar	0.101564	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
1477010455334808	11.3004	-2.21803	-2.28313	-1.77946	0.452984	radar	27.2162	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
1477010455389780	11.3342	-2.04715	-2.40399	-1.75402	0.443555	lidar	0.567799	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
1477010455444718	11.3393	-1.90877	-2.4102	-1.69306	0.536589	radar	0.565875	11.3011	-1.79507	11.35	-1.8	0	2.73035
1477010455499657	11.3531	-1.74037	-2.50106	-1.65852	0.539757	lidar	0.352142	11.3326	-1.67041	11.35	-1.65	0	2.73033
1477010455549699	11.2889	-1.59573	-2.54558	-1.48196	0.918484	radar	7.03175	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
1477010455599742	11.2746	-1.43097	-2.64263	-1.43319	0.919464	lidar	0.370498	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
1477010455654698	11.2275	-1.27386	-2.71484	-1.33489	1.04051	radar	0.73137	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
1477010455709654	11.1821	-1.14074	-2.68825	-1.27183	1.04956	lidar	0.0696104	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
1477010455759700	11.0589	-0.975758	-2.96539	-1.07307	1.4232	radar	8.13066	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
1477010455809746	10.9815	-0.807429	-3.06541	-1.00982	1.40327	lidar	0.444212	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
1477010455864779	10.9455	-0.695701	-2.75944	-1.02968	1.13748	radar	5.18543	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
1477010455919813	10.8646	-0.56285	-2.7714	-0.969581	1.13268	lidar	0.00661548	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
1477010455974837	10.7675	-0.437686	-2.82373	-0.891416	1.17936	radar	0.259004	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
1477010456029861	10.6646	-0.330195	-2.80374	-0.819263	1.19137	lidar	0.0270636	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
1477010456084847	10.493	-0.212016	-3.14884	-0.663164	1.43873	radar	6.02264	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
1477010456139833	10.3516	-0.125937	-3.12149	-0.572587	1.45781	lidar	0.04828	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
1477010456194789	10.2721	-0.0608144	-2.72138	-0.545835	1.30528	radar	5.30683	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
1477010456249746	10.1442	-0.0103433	-2.68288	-0.456625	1.33536	lidar	0.106808	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
1477010456304681	9.99764	0.0484331	-2.75107	-0.371821	1.36228	radar	0.240203	9.92588	0.00395802	10	9.49949e-007	-2.73049	0.910169
1477010456359617	9.85596	0.0746695	-2.72138	-0.27538	1.39809	lidar	0.11096	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
1477010456414675	9.70398	0.106019	-2.75413	-0.190856	1.41223	radar	0.11228	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	9.55359	0.0947758	-2.7275	-0.0777709	1.46956	lidar	0.236539	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	9.39733	0.104857	-2.76736	9.03172e-006	1.46415	radar	0.0985135	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	9.24671	0.119482	-2.77523	0.0585293	1.42869	lidar	0.0828979	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	9.09619	0.116753	-2.76831	0.124502	1.40843	radar	0.126299	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.94834	0.155864	-2.7633	0.131297	1.29682	lidar	0.780064	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.85377	0.122185	-2.38692	0.23029	1.35829	radar	4.35634	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.73481	0.153519	-2.35275	0.230648	1.24447	lidar	0.898726	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.52278	0.175508	-2.94314	0.186894	1.02642	radar	11.725	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.36473	0.183318	-2.92284	0.195011	0.951908	lidar	0.350403	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.21129	0.161355	-2.86238	0.236017	0.938316	radar	0.545608	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.06024	0.170537	-2.83264	0.23192	0.85267	lidar	0.439591	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	7.9136	0.14225	-2.77488	0.270508	0.844734	radar	0.380883	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	7.76479	0.115855	-2.76974	0.296597	0.813249	lidar	0.0822694	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	7.61985	0.077624	-2.81545	0.325664	0.781833	radar	0.405403	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	7.47226	0.0326373	-2.81545	0.359477	0.767724	lidar	0.0300211	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	7.30289	0.0097458	-3.01384	0.336556	0.640288	radar	1.9904	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	7.16368	-0.0165911	-2.9872	0.341645	0.5988	lidar	0.143956	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	7.07671	-0.0945521	-2.60052	0.448484	0.773325	radar	5.93877	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	6.95132	-0.155217	-2.59498	0.486858	0.766904	lidar	0.00432457	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	6.84933	-0.24415	-2.47838	0.575121	0.867845	radar	0.809957	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	6.74241	-0.329218	-2.48255	0.632585	0.88253	lidar	0.0421268	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	6.65646	-0.433723	-2.41335	0.72918	0.983401	radar	0.578964	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	6.55824	-0.538129	-2.44006	0.794883	1.00029	lidar	0.0594	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	6.52249	-0.709686	-2.31874	1.01934	1.36327	radar	4.99314	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	6.45767	-0.857232	-2.39883	1.12354	1.4027	lidar	0.452039	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	6.4062	-0.986362	-2.45216	1.19781	1.39312	radar	0.493471	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	6.35963	-1.14492	-2.56272	1.28887	1.41303	lidar	0.842218	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	6.3113	-1.25754	-2.54666	1.30356	1.27295	radar	1.08161	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	6.27567	-1.39387	-2.58574	1.36731	1.26886	lidar	0.104053	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	6.28063	-1.56667	-2.71417	1.51922	1.47781	radar	2.25358	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	6.26932	-1.71655	-2.75877	1.58854	1.46667	lidar	0.148457	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	6.30614	-1.90004	-2.90427	1.73227	1.62157	radar	1.46793	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	6.34033	-2.05483	-2.90111	1.82305	1.62416	lidar	0.00399722	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	6.35037	-2.15727	-2.56254	1.83199	1.39428	radar	5.19225	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	6.38454	-2.30506	-2.59582	1.89935	1.37576	lidar	0.0864653	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	6.39452	-2.43036	-2.42383	1.91235	1.21576	radar	2.50869	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	6.41278	-2.60806	-2.54249	1.93133	1.12879	lidar	1.3156	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	6.469	-2.77492	-2.70566	1.99358	1.15019	radar	1.04219	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	6.50406	-2.95753	-2.80354	2.00658	1.06351	lidar	0.995678	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	6.54999	-3.10734	-2.76315	2.02904	0.985599	radar	0.540714	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	6.59433	-3.27688	-2.82548	2.04169	0.917044	lidar	0.510689	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	6.64933	-3.42	-2.75242	2.06065	0.843156	radar	0.643697	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	6.69853	-3.58391	-2.80403	2.06768	0.779633	lidar	0.392456	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	6.75818	-3.73138	-2.794	2.08476	0.730713	radar	0.271992	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	6.80678	-3.9011	-2.84956	2.07795	0.655714	lidar	0.502029	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	6.85397	-4.03907	-2.73998	2.07465	0.57103	radar	0.827915	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	6.90359	-4.20181	-2.78539	2.06589	0.507363	lidar	0.341461	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	7.01243	-4.36441	-3.05365	2.1289	0.604989	radar	2.59482	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.08384	-4.5264	-3.08117	2.13346	0.559743	lidar	0.163193	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.1441	-4.6608	-2.92897	2.1309	0.484588	radar	1.02839	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.20011	-4.82388	-2.9585	2.11555	0.418827	lidar	0.362123	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.24652	-4.93937	-2.76241	2.10051	0.330225	radar	1.56792	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.30194	-5.06011	-2.75777	2.1043	0.311227	lidar	0.143274	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.40987	-5.20248	-3.11269	2.16664	0.440239	radar	5.88538	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.48062	-5.34154	-3.12106	2.16771	0.407524	lidar	0.127067	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.51719	-5.44626	-2.67836	2.13557	0.268734	radar	7.0336	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.58611	-5.57294	-2.67692	2.14052	0.253638	lidar	0.0517831	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.67546	-5.70659	-2.8687	2.17013	0.303473	radar	2.74442	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.76343	-5.83743	-2.87182	2.18478	0.300209	lidar	0.00165871	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.80637	-5.93551	-2.46597	2.15854	0.192493	radar	5.43337	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	7.87551	-6.04887	-2.46424	2.16364	0.184217	lidar	0.0160436	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	7.97832	-6.18434	-2.74918	2.19665	0.246736	radar	2.71819	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.05754	-6.32327	-2.77076	2.1902	0.215641	lidar	0.0917139	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.1684	-6.46498	-2.95754	2.21773	0.255959	radar	1.09699	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.25615	-6.61177	-2.97884	2.21053	0.22286	lidar	0.0915681	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.30266	-6.71351	-2.57135	2.17975	0.12013	radar	5.30256	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.36328	-6.83973	-2.57212	2.16256	0.0841894	lidar	0.133511	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.43331	-6.95927	-2.59007	2.15976	0.0756714	radar	0.345086	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.4833	-7.1085	-2.61651	2.11802	0.00630675	lidar	0.283117	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.59174	-7.25142	-2.89875	2.15439	0.0933746	radar	2.64183	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.66249	-7.4125	-2.9336	2.12583	0.0421792	lidar	0.224453	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.70461	-7.53395	-2.61191	2.07762	-0.0743382	radar	4.15627	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.77345	-7.65376	-2.60439	2.07743	-0.0683928	lidar	0.0113625	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.87674	-7.79685	-2.8974	2.11534	0.0308632	radar	3.19655	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	8.95491	-7.93794	-2.90598	2.11057	0.0210805	lidar	0.0119641	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.03681	-8.07513	-2.9749	2.1136	0.0296276	radar	0.407394	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.09078	-8.22104	-2.9922	2.08429	-0.0169374	lidar	0.130307	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.10717	-8.33696	-2.55218	2.01072	-0.18573	radar	7.37461	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.15949	-8.46233	-2.54701	1.99634	-0.191855	lidar	0.0286547	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.23193	-8.59699	-2.6643	2.00664	-0.143268	radar	0.514885	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.27577	-8.74338	-2.68054	1.97598	-0.177185	lidar	0.0715379	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.33859	-8.88467	-2.74601	1.97462	-0.154771	radar	0.158963	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.37765	-9.03588	-2.76062	1.94222	-0.190181	lidar	0.0867563	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.44446	-9.17471	-2.89616	1.9586	-0.127676	radar	0.752877	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.47421	-9.33294	-2.93169	1.91774	-0.179081	lidar	0.178411	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.52297	-9.48217	-2.91787	1.90337	-0.18815	radar	0.0252287	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.56434	-9.64001	-2.92832	1.88154	-0.205202	lidar	0.0184368	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.61384	-9.78106	-2.9768	1.88234	-0.177951	radar	0.143801	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.64485	-9.93158	-2.99182	1.85756	-0.201516	lidar	0.0395563	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.66267	-10.0608	-2.86289	1.81734	-0.273164	radar	0.86903	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.71675	-10.1792	-2.82965	1.83128	-0.232078	lidar	0.127274	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.71904	-10.3084	-2.58271	1.76329	-0.367567	radar	2.92582	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.74991	-10.445	-2.58017	1.7496	-0.357987	lidar	0.016059	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.80639	-10.6037	-2.76647	1.7792	-0.243379	radar	1.76589	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.83999	-10.7503	-2.76443	1.7704	-0.236683	lidar	0.00748671	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.84655	-10.8763	-2.65099	1.72706	-0.310786	radar	0.67912	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.85717	-11.0192	-2.6764	1.69942	-0.328923	lidar	0.0643089	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.87539	-11.1511	-2.71881	1.69477	-0.296709	radar	0.44875	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.86774	-11.309	-2.76813	1.65068	-0.339977	lidar	0.199427	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.88778	-11.4537	-2.8458	1.657	-0.280971	radar	0.439824	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.87391	-11.6148	-2.8906	1.61425	-0.32292	lidar	0.163419	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.78653	-11.7367	-2.49606	1.43555	-0.696427	radar	10.9673	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.76145	-11.868	-2.49079	1.39512	-0.699408	lidar	0.0251454	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.73572	-12.0064	-2.49845	1.35606	-0.701934	radar	0.185574	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.68382	-12.1468	-2.52644	1.29846	-0.727997	lidar	0.100452	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.65228	-12.2836	-2.56486	1.2814	-0.671579	radar	0.224314	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.58613	-12.4332	-2.61763	1.2234	-0.699387	lidar	0.133672	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.47046	-12.5404	-2.48187	1.05714	-0.992062	radar	3.97466	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.38726	-12.6588	-2.50081	0.991851	-1.00618	lidar	0.053586	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.23422	-12.7403	-2.47602	0.777212	-1.38468	radar	5.55968	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.1065	-12.8361	-2.55259	0.681817	-1.4153	lidar	0.399991	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	8.96924	-12.9118	-2.58481	0.56209	-1.50588	radar	0.552608	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.84609	-12.9793	-2.57998	0.477953	-1.50795	lidar	0.00708597	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.75688	-13.049	-2.4765	0.471491	-1.32017	radar	1.58669	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.60717	-13.1213	-2.55173	0.395838	-1.31442	lidar	0.233334	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.41271	-13.1155	-2.74014	0.162234	-1.72757	radar	8.46897	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.27056	-13.1371	-2.76055	0.0773563	-1.72304	lidar	0.0171698	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.18729	-13.1676	-2.41941	0.0909157	-1.42897	radar	6.08079	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.02004	-13.2001	-2.51865	0.0287337	-1.39303	lidar	0.435103	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.88418	-13.2121	-2.51196	-0.0327094	-1.36303	radar	0.415854	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.70548	-13.2246	-2.61836	-0.0879081	-1.32303	lidar	0.487249	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.58337	-13.2262	-2.55079	-0.122264	-1.24184	radar	0.47863	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.41844	-13.2272	-2.64677	-0.161443	-1.19994	lidar	0.430198	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.2595	-13.1788	-2.77482	-0.26918	-1.31036	radar	1.03594	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.09075	-13.1465	-2.8296	-0.324508	-1.28227	lidar	0.13641	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.95179	-13.11	-2.71362	-0.361775	-1.19113	radar	1.04802	6.79473	-13.0433	6.85	-13.15	-3.63709	0
